DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NER: Niger,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    84.1,0: Units,PCNT: %,RA: Reanalysed,,81.9,86,1718.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé et à indicateurs multiples du Niger 2006. Demographic and Health Surveys and MICS-3. Calverton  Maryland  USA   INS et Macro International Inc.  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1992-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NER: Niger,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2012,    78.4,0: Units,PCNT: %,RA: Reanalysed,,76.1,80.6,2174.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête démographique et de santé et indicateurs multiples du Niger 2012. Demographic and Health Surveys and MICS. Calverton  Maryland  USA  INS et ICF International  2013,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1992-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NER: Niger,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018,    76.1,0: Units,PCNT: %,RA: Reanalysed,,71.6,80.1,719664.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Rapport final de l'enquête nationale de nutrition avec la méthodologie SMART  2018,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1992-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NER: Niger,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    73.7,0: Units,PCNT: %,RA: Reanalysed,,70.1,76.9,1006952.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête nationale de nutrition avec la méthodologie SMART - 2019  Niger,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1992-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NER: Niger,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2020,    77.6,0: Units,PCNT: %,RA: Reanalysed,,73.9,81,956931.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Enquête nationale de nutrition avec la méthodologie SMART  Niger Septembre/Octobre 2020,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1992-2022,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2003,    67.5,0: Units,PCNT: %,RA: Reanalysed,,63.2,71.6,948.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nigeria demographic and health survey 2003. Demographic and Health Surveys. Calverton  Maryland  National Population Commission and ORC Macro  2004,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1990-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2007,    59.9,0: Units,PCNT: %,RA: Reanalysed,,57,62.7,3186.8,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nigeria multiple indicator cluster survey 2007  Final report (MICS). Abuja  Nigeria  NBS  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1990-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2008,    64.9,0: Units,PCNT: %,RA: Reanalysed,,63.1,66.6,4653.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nigeria demographic and health survey 2008. Demographic and Health Surveys. Abuja  Nigeria  National Population Commission and ICF Macro  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1990-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2011,    57.9,0: Units,PCNT: %,RA: Reanalysed,,55.3,60.5,4985.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nigeria multiple indicator cluster survey 2011 (MICS)  Monitoring the situation of children and women. Abuja  Nigeria  2011,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1990-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2013,    63.6,0: Units,PCNT: %,RA: Reanalysed,,61.8,65.3,5606.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nigeria demographic and health survey 2013. Demographic and Health Surveys. Abuja  Nigeria  and Rockville  Maryland  USA  NPC and ICF International  2014,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1990-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    66.3,0: Units,PCNT: %,RA: Reanalysed,,64.3,68.2,5534.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Multiple Indicator Cluster Survey 2016-17  Final Report. Abuja  Nigeria  National Bureau of Statistics and United Nations Children’s Fund. 2017,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1990-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018-03,    51.2,0: Units,PCNT: %,RA: Reanalysed,,48.9,53.6,3400.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nigeria National Nutrition and Health Survey 2018,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1990-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NGA: Nigeria,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018-10,    60.7,0: Units,PCNT: %,RA: Reanalysed,,58.9,62.5,5860.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Nigeria Demographic and Health Survey 2018. Abuja  Nigeria  and Rockville  Maryland  USA  NPC and ICF. 2019,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1990-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2011,    27.5,0: Units,PCNT: %,RA: Reanalysed,,21.5,34.4,282.7,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Multiple indicator cluster survey 2011 (MICS). Skopje  North Macedonia  Ministry of Health  Ministry of Education and Science   Ministry of Labour and Social Policy  2012.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2011-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MKD: North Macedonia,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2019,    30.4,0: Units,PCNT: %,RA: Reanalysed,,24.7,36.8,316.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,2018-2019 North Macedonia Multiple Indicator Cluster Survey  Survey  Findings  Report. Skopje  North Macedonia  State Statistical Office and UNICEF.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2011-2019,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2006,    68.5,0: Units,PCNT: %,RA: Reanalysed,,65.6,71.2,1355.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Pakistan Demographic and Health Survey 2006-07. Islamabad  Pakistan  NIPS/Pakistan and Macro International.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2013,    70.1,0: Units,PCNT: %,RA: Reanalysed,,67.6,72.5,1845.6,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Pakistan demographic and health survey 2012-13. Demographic and Health Surveys. Islamabad  Pakistan  and Calverton  Maryland  USA  NIPS and ICF International  2013,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018-02,    63.2,0: Units,PCNT: %,RA: Reanalysed,,60,66.2,1786,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Pakistan Demographic and Health Survey 2017-18. Islamabad  Pakistan  and Rockville  Maryland  USA  NIPS and ICF,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAK: Pakistan,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2018-09,    62.8,0: Units,PCNT: %,RA: Reanalysed,,61.6,63.9,4623080,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Pakistan 2018 National Nutrition Survey,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1991-2018,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PAN: Panama,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2013,    41.3,0: Units,PCNT: %,RA: Reanalysed,,36.9,45.8,81291.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Panama Multiple Indicator Cluster Survey 2013. New York  United States  United Nations Children's Fund (UNICEF).,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2013,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PNG: Papua New Guinea,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2017,    78.9,0: Units,PCNT: %,RA: Reanalysed,,75.5,82,1600.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Papua New Guinea Demographic and Health Survey 2016-18. Port Moresby  Papua New Guinea  and Rockville  Maryland  USA  NSO and ICF. 2019,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,2017,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PRY: Paraguay,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    32.8,0: Units,PCNT: %,RA: Reanalysed,,28.9,37,993.3,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta de Indicadores Multiples por Conglomerados MICS Paraguay 2016,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1990-2016,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2000,    68.0,0: Units,PCNT: %,RA: Reanalysed,,65.5,70.5,2259.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta demografica y de salud familiar 2000. Demographic and Health Surveys. Lima  Peru and Calverton  Maryland  USA  Instituto Nacional de Estadistica e Informacion y ORC Macro  2001,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2005,    63.6,0: Units,PCNT: %,ER: External Reanalysis,,,,1329,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Peru  encuesta demografica y de salud familiar. Informe principal  ENDES continua 2004-2006.  Demographic and Health Surveys. Lima  Peru  INEI  USAID and ORC Macro  2007,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2007,    65.1,0: Units,PCNT: %,RA: Reanalysed,,62,68.1,1567.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta demografica y de salud familiar. Informe principal  ENDES continua 2007-2008.  Demographic and Health Surveys. Lima  Peru  INEI  USAID y ORC Macro  2009,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2009,    64.7,0: Units,PCNT: %,RA: Reanalysed,,61.7,67.6,1744,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta demografica y de salud familiar - ENDES continua 2009.  Demographic and Health Surveys. Lima  Peru  INEI  USAID y ORC Macro  2010,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2010,    70.0,0: Units,PCNT: %,RA: Reanalysed,,67.1,72.8,1679.2,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta demografica y de salud familiar - ENDES continua 2010.  Demographic and Health Surveys. Lima  Peru  INEI  USAID y ORC Macro  2011,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2011,    66.4,0: Units,PCNT: %,RA: Reanalysed,,63.3,69.3,1560.9,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta demografica y de salud familiar - ENDES continua 2011. Demographic and Health Surveys. Lima  Peru  INEI  USAID y ORC Macro  2012,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2012,    65.8,0: Units,PCNT: %,RA: Reanalysed,,62.5,69,1667.4,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta demografica y de salud familiar - ENDES continua 2012. Demographic and Health Surveys. Lima  Peru  INEI  USAID y ORC Macro  2013,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2014,    65.5,0: Units,PCNT: %,RA: Reanalysed,,62.6,68.2,1757,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Perú Encuesta Demográfica y de Salud Familiar - ENDES 2014. Lima  Perú  INEI/Perú.,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2015,    62.5,0: Units,PCNT: %,RA: Reanalysed,,60.5,64.5,2536.1,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta Demográfica y de Salud Familiar-ENDES 2015 Nacional y Departamental,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2016,    64.6,0: Units,PCNT: %,RA: Reanalysed,,62.6,66.5,2329,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta Demográfica y de Salud Familiar-ENDES 2016 Nacional y Departamental,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2024,M12T23: 12 to 23 months old
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,PER: Peru,NT_BF_CBF_12_23: Continued breastfeeding (12-23 months),_T: Total,2017,    65.7,0: Units,PCNT: %,RA: Reanalysed,,63.8,67.6,2307.5,,UNICEF Global Infant and Young Child Feeding Databases  October 2023,Encuesta Demográfica y de Salud Familiar-ENDES 2017 Nacional y Departamental,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding/,UNICEF Division of Data  Analysis  Planning and Monitoring,MOF: Middle of fieldwork,,1986-2024,M12T23: 12 to 23 months old
