IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
UV_1,UV radiation,text,AMR,Americas,Country,DMA,Dominica,Year,2004,true,,,,,,,,,,,,,,,,,,,5464,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2004,true,,,,,,,,,,,,,,,,,,,5465,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2004,true,,,,,,,,,,,,,,,,,,,5483,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,CAF,Central African Republic,Year,2004,true,,,,,,,,,,,,,,,,,,,5498,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,UGA,Uganda,Year,2004,true,,,,,,,,,,,,,,,,,,,5499,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,COM,Comoros,Year,2004,true,,,,,,,,,,,,,,,,,,,5524,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,MRT,Mauritania,Year,2004,true,,,,,,,,,,,,,,,,,,,5547,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,BFA,Burkina Faso,Year,2004,true,,,,,,,,,,,,,,,,,,,5567,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,SYC,Seychelles,Year,2004,true,,,,,,,,,,,,,,,,,,,5570,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,MLI,Mali,Year,2004,true,,,,,,,,,,,,,,,,,,,5617,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2004,true,,,,,,,,,,,,,,,,,,,5637,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,TCD,Chad,Year,2004,true,,,,,,,,,,,,,,,,,,,5669,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2004,true,,,,,,,,,,,,,,,,,,,5773,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2004,true,,,,,,,,,,,,,,,,,,,5783,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AMR,Americas,Country,BRB,Barbados,Year,2004,true,,,,,,,,,,,,,,,,,,,5787,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,KEN,Kenya,Year,2004,true,,,,,,,,,,,,,,,,,,,5803,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,NER,Niger,Year,2004,true,,,,,,,,,,,,,,,,,,,5811,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AMR,Americas,Country,PER,Peru,Year,2004,true,,,,,,,,,,,,,,,,,,,5906,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,ERI,Eritrea,Year,2004,true,,,,,,,,,,,,,,,,,,,5914,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,AFR,Africa,Country,ETH,Ethiopia,Year,2004,true,,,,,,,,,,,,,,,,,,,5929,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2004,true,,,,,,,,,,,,,,,,,,,6089,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2004,true,,,,,,,,,,,,,,,,,,,6229,,,EN,2013-06-10T22:00:00.000Z
UV_1,UV radiation,text,EUR,Europe,Country,ISL,Iceland,Year,2004,true,,,,,,,,,,,,,,,,,,,957,,,EN,2013-06-10T22:00:00.000Z
