,alpha3,Dim1,Indicator,Location,Time period,Dim1 type,Value,country-code,sex_dichotomic,Value2,CI95_low,CI95_high
153,HUN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Hungary,2012,Sex,21.2 [15.8-27.3],348,1,21.2,15.8,27.3
154,IDN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Indonesia,2012,Sex,15.7 [10.1-22.6],360,0,15.7,10.1,22.6
155,IDN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Indonesia,2012,Sex,17.4 [11.6-24.2],360,1,17.4,11.6,24.2
156,IND,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),India,2012,Sex,41.7 [32.9-50.4],356,0,41.7,32.9,50.4
157,IND,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),India,2012,Sex,30.9 [23.5-39.1],356,1,30.9,23.5,39.1
158,IRL,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Ireland,2012,Sex,33.2 [27.0-39.6],372,0,33.2,27.0,39.6
159,IRL,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Ireland,2012,Sex,25.8 [20.8-31.3],372,1,25.8,20.8,31.3
160,IRN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Iran (Islamic Republic of),2012,Sex,47.3 [40.7-53.6],364,0,47.3,40.7,53.6
161,IRN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Iran (Islamic Republic of),2012,Sex,29.4 [24.3-34.9],364,1,29.4,24.3,34.9
162,IRQ,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Iraq,2012,Sex,53.2 [40.7-65.5],368,0,53.2,40.7,65.5
163,IRQ,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Iraq,2012,Sex,40.8 [29.3-52.4],368,1,40.8,29.3,52.4
164,ISL,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Iceland,2012,Sex,31.2 [10.5-59.2],352,0,31.2,10.5,59.2
165,ISL,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Iceland,2012,Sex,26.1 [10.6-48.6],352,1,26.1,10.6,48.6
166,ISR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Israel,2012,Sex,33.1 [11.9-61.0],376,0,33.1,11.9,61.0
167,ISR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Israel,2012,Sex,27.1 [11.5-50.9],376,1,27.1,11.5,50.9
168,ITA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Italy,2012,Sex,46.5 [38.1-54.9],380,0,46.5,38.1,54.9
169,ITA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Italy,2012,Sex,37.5 [30.5-45.2],380,1,37.5,30.5,45.2
170,JAM,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Jamaica,2012,Sex,39.6 [24.1-56.1],388,0,39.6,24.1,56.1
171,JAM,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Jamaica,2012,Sex,27.6 [16.0-41.4],388,1,27.6,16.0,41.4
172,JOR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Jordan,2012,Sex,25.9 [19.0-33.8],400,0,25.9,19.0,33.8
173,JOR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Jordan,2012,Sex,29.3 [21.8-37.4],400,1,29.3,21.8,37.4
174,JPN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Japan,2012,Sex,41.2 [24.6-58.9],392,0,41.2,24.6,58.9
175,JPN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Japan,2012,Sex,33.0 [20.0-49.0],392,1,33.0,20.0,49.0
176,KAZ,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Kazakhstan,2012,Sex,22.0 [9.6-38.9],398,0,22.0,9.6,38.9
177,KAZ,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Kazakhstan,2012,Sex,23.2 [12.0-37.7],398,1,23.2,12.0,37.7
178,KEN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Kenya,2012,Sex,11.5 [6.6-17.4],404,0,11.5,6.6,17.4
179,KEN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Kenya,2012,Sex,9.2 [5.4-14.3],404,1,9.2,5.4,14.3
180,KGZ,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Kyrgyzstan,2012,Sex,20.2 [11.3-31.0],417,0,20.2,11.3,31.0
181,KGZ,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Kyrgyzstan,2012,Sex,15.3 [8.3-24.1],417,1,15.3,8.3,24.1
182,KHM,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Cambodia,2012,Sex,13.8 [8.4-20.7],116,0,13.8,8.4,20.7
183,KHM,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Cambodia,2012,Sex,12.4 [7.7-18.3],116,1,12.4,7.7,18.3
184,KIR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Kiribati,2012,Sex,43.5 [30.9-56.4],296,0,43.5,30.9,56.4
185,KIR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Kiribati,2012,Sex,28.1 [18.4-39.1],296,1,28.1,18.4,39.1
186,KNA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Saint Kitts and Nevis,2012,Sex,43.8 [23.0-65.4],659,0,43.8,23.0,65.4
187,KNA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Saint Kitts and Nevis,2012,Sex,30.6 [15.8-48.5],659,1,30.6,15.8,48.5
188,KOR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Republic of Korea,2012,Sex,46.8 [41.6-52.0],410,0,46.8,41.6,52.0
189,KOR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Republic of Korea,2012,Sex,38.3 [33.7-43.0],410,1,38.3,33.7,43.0
190,KWT,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Kuwait,2012,Sex,63.4 [48.2-76.8],414,0,63.4,48.2,76.8
191,KWT,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Kuwait,2012,Sex,61.3 [47.5-74.5],414,1,61.3,47.5,74.5
192,LAO,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Lao People's Democratic Republic,2012,Sex,21.0 [13.3-30.3],418,0,21.0,13.3,30.3
193,LAO,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Lao People's Democratic Republic,2012,Sex,10.1 [5.7-15.9],418,1,10.1,5.7,15.9
194,LBN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Lebanon,2012,Sex,46.4 [35.6-57.4],422,0,46.4,35.6,57.4
195,LBN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Lebanon,2012,Sex,49.9 [39.9-60.1],422,1,49.9,39.9,60.1
196,LBR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Liberia,2012,Sex,23.9 [15.5-33.9],430,0,23.9,15.5,33.9
197,LBR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Liberia,2012,Sex,18.6 [11.9-26.3],430,1,18.6,11.9,26.3
198,LBY,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Libya,2012,Sex,46.8 [35.6-58.2],434,0,46.8,35.6,58.2
199,LBY,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Libya,2012,Sex,34.2 [25.2-44.1],434,1,34.2,25.2,44.1
200,LCA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Saint Lucia,2012,Sex,26.9 [15.6-40.3],662,0,26.9,15.6,40.3
201,LCA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Saint Lucia,2012,Sex,17.5 [10.1-27.1],662,1,17.5,10.1,27.1
202,LKA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Sri Lanka,2012,Sex,33.2 [26.0-41.0],144,0,33.2,26.0,41.0
203,LKA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Sri Lanka,2012,Sex,21.6 [16.1-28.0],144,1,21.6,16.1,28.0
204,LSO,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Lesotho,2012,Sex,9.3 [4.4-16.1],426,0,9.3,4.4,16.1
205,LSO,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Lesotho,2012,Sex,9.4 [4.7-15.9],426,1,9.4,4.7,15.9
206,LTU,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Lithuania,2012,Sex,22.0 [16.9-27.8],440,0,22.0,16.9,27.8
207,LTU,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Lithuania,2012,Sex,21.9 [17.1-27.2],440,1,21.9,17.1,27.2
208,LUX,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Luxembourg,2012,Sex,20.4 [15.5-26.3],442,0,20.4,15.5,26.3
209,LUX,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Luxembourg,2012,Sex,18.7 [14.1-23.9],442,1,18.7,14.1,23.9
210,LVA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Latvia,2012,Sex,17.9 [12.4-24.5],428,0,17.9,12.4,24.5
211,LVA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Latvia,2012,Sex,16.3 [11.2-22.1],428,1,16.3,11.2,22.1
212,MAR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Morocco,2012,Sex,27.8 [17.8-39.6],504,0,27.8,17.8,39.6
213,MAR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Morocco,2012,Sex,17.7 [10.8-26.0],504,1,17.7,10.8,26.0
214,MDA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Republic of Moldova,2012,Sex,12.7 [7.0-19.9],498,0,12.7,7.0,19.9
215,MDA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Republic of Moldova,2012,Sex,13.0 [7.9-19.6],498,1,13.0,7.9,19.6
216,MDG,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Madagascar,2012,Sex,15.3 [3.5-37.3],450,0,15.3,3.5,37.3
217,MDG,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Madagascar,2012,Sex,12.7 [4.2-28.3],450,1,12.7,4.2,28.3
218,MDV,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Maldives,2012,Sex,26.0 [14.9-38.6],462,0,26.0,14.9,38.6
219,MDV,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Maldives,2012,Sex,23.0 [14.0-34.1],462,1,23.0,14.0,34.1
220,MEX,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mexico,2012,Sex,26.9 [21.4-32.8],484,0,26.9,21.4,32.8
221,MEX,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mexico,2012,Sex,23.7 [18.9-28.7],484,1,23.7,18.9,28.7
222,MHL,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Marshall Islands,2012,Sex,36.9 [16.5-61.1],584,0,36.9,16.5,61.1
223,MHL,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Marshall Islands,2012,Sex,23.9 [10.3-41.5],584,1,23.9,10.3,41.5
224,MKD,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),North Macedonia,2012,Sex,29.2 [13.5-48.5],807,0,29.2,13.5,48.5
225,MKD,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),North Macedonia,2012,Sex,17.9 [8.0-31.7],807,1,17.9,8.0,31.7
226,MLI,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mali,2012,Sex,37.1 [17.5-59.9],466,0,37.1,17.5,59.9
227,MLI,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mali,2012,Sex,29.0 [14.5-47.5],466,1,29.0,14.5,47.5
228,MLT,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Malta,2012,Sex,51.4 [41.1-61.6],470,0,51.4,41.1,61.6
229,MLT,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Malta,2012,Sex,44.2 [34.4-53.9],470,1,44.2,34.4,53.9
230,MMR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Myanmar,2012,Sex,23.5 [15.8-32.3],104,0,23.5,15.8,32.3
231,MMR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Myanmar,2012,Sex,19.2 [12.9-26.5],104,1,19.2,12.9,26.5
232,MNE,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Montenegro,2012,Sex,22.7 [6.2-49.4],499,0,22.7,6.2,49.4
233,MNE,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Montenegro,2012,Sex,18.6 [6.5-39.4],499,1,18.6,6.5,39.4
234,MNG,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mongolia,2012,Sex,16.7 [12.2-22.2],496,0,16.7,12.2,22.2
235,MNG,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mongolia,2012,Sex,15.5 [11.3-20.3],496,1,15.5,11.3,20.3
236,MOZ,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mozambique,2012,Sex,9.0 [3.3-18.0],508,0,9.0,3.3,18.0
237,MOZ,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mozambique,2012,Sex,7.0 [2.8-13.6],508,1,7.0,2.8,13.6
238,MRT,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mauritania,2012,Sex,57.2 [35.8-77.6],478,0,57.2,35.8,77.6
239,MRT,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mauritania,2012,Sex,40.0 [23.7-57.2],478,1,40.0,23.7,57.2
240,MUS,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mauritius,2012,Sex,31.1 [22.5-40.9],480,0,31.1,22.5,40.9
241,MUS,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Mauritius,2012,Sex,25.5 [18.1-33.9],480,1,25.5,18.1,33.9
242,MWI,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Malawi,2012,Sex,7.4 [4.5-11.3],454,0,7.4,4.5,11.3
243,MWI,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Malawi,2012,Sex,4.9 [2.9-7.5],454,1,4.9,2.9,7.5
244,MYS,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Malaysia,2012,Sex,44.6 [37.5-51.9],458,0,44.6,37.5,51.9
245,MYS,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Malaysia,2012,Sex,37.1 [30.8-43.7],458,1,37.1,30.8,43.7
246,NAM,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Namibia,2012,Sex,35.0 [18.4-55.0],516,0,35.0,18.4,55.0
247,NAM,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Namibia,2012,Sex,25.2 [13.6-39.9],516,1,25.2,13.6,39.9
248,NER,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Niger,2012,Sex,21.7 [12.6-32.8],562,0,21.7,12.6,32.8
249,NER,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Niger,2012,Sex,15.9 [9.2-24.2],562,1,15.9,9.2,24.2
250,NGA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Nigeria,2012,Sex,21.5 [6.3-45.4],566,0,21.5,6.3,45.4
251,NGA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Nigeria,2012,Sex,17.2 [6.1-36.4],566,1,17.2,6.1,36.4
252,NIC,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Nicaragua,2012,Sex,39.7 [15.4-68.2],558,0,39.7,15.4,68.2
253,NIC,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Nicaragua,2012,Sex,30.2 [13.3-53.4],558,1,30.2,13.3,53.4
254,NIU,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Niue,2012,Sex,11.0 [5.0-19.9],570,0,11.0,5.0,19.9
255,NIU,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Niue,2012,Sex,9.9 [4.6-17.6],570,1,9.9,4.6,17.6
256,NLD,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Netherlands (Kingdom of the),2012,Sex,14.6 [11.0-18.9],528,0,14.6,11.0,18.9
257,NLD,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Netherlands (Kingdom of the),2012,Sex,12.7 [9.6-16.2],528,1,12.7,9.6,16.2
258,NOR,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Norway,2012,Sex,36.4 [22.8-51.2],578,0,36.4,22.8,51.2
259,NOR,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Norway,2012,Sex,31.5 [20.7-43.9],578,1,31.5,20.7,43.9
260,NPL,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Nepal,2012,Sex,8.9 [5.8-12.7],524,0,8.9,5.8,12.7
261,NPL,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Nepal,2012,Sex,9.7 [6.4-13.8],524,1,9.7,6.4,13.8
262,NRU,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Nauru,2012,Sex,44.3 [33.1-55.7],520,0,44.3,33.1,55.7
263,NRU,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Nauru,2012,Sex,33.7 [24.4-43.6],520,1,33.7,24.4,43.6
264,NZL,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),New Zealand,2012,Sex,22.1 [16.6-28.3],554,0,22.1,16.6,28.3
265,NZL,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),New Zealand,2012,Sex,18.0 [13.5-23.1],554,1,18.0,13.5,23.1
266,OMN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Oman,2012,Sex,43.3 [33.3-54.1],512,0,43.3,33.3,54.1
267,OMN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Oman,2012,Sex,32.3 [23.7-41.7],512,1,32.3,23.7,41.7
268,PAK,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Pakistan,2012,Sex,46.6 [34.8-58.4],586,0,46.6,34.8,58.4
269,PAK,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Pakistan,2012,Sex,25.9 [17.3-35.2],586,1,25.9,17.3,35.2
270,PAN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Panama,2012,Sex,54.8 [38.0-71.2],591,0,54.8,38.0,71.2
271,PAN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Panama,2012,Sex,39.8 [26.4-54.5],591,1,39.8,26.4,54.5
272,PER,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Peru,2012,Sex,32.4 [18.6-48.0],604,0,32.4,18.6,48.0
273,PER,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Peru,2012,Sex,26.4 [15.6-38.8],604,1,26.4,15.6,38.8
274,PHL,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Philippines,2012,Sex,34.2 [26.3-42.6],608,0,34.2,26.3,42.6
275,PHL,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Philippines,2012,Sex,22.8 [16.6-29.8],608,1,22.8,16.6,29.8
276,PLW,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Palau,2012,Sex,37.5 [25.8-50.2],585,0,37.5,25.8,50.2
277,PLW,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Palau,2012,Sex,22.4 [14.3-32.1],585,1,22.4,14.3,32.1
278,PNG,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Papua New Guinea,2012,Sex,17.8 [8.3-30.6],598,0,17.8,8.3,30.6
279,PNG,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Papua New Guinea,2012,Sex,10.7 [5.1-18.7],598,1,10.7,5.1,18.7
280,POL,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Poland,2012,Sex,31.6 [23.9-39.6],616,0,31.6,23.9,39.6
281,POL,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Poland,2012,Sex,27.6 [20.6-34.9],616,1,27.6,20.6,34.9
282,PRI,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Puerto Rico,2012,Sex,41.4 [17.1-69.0],630,0,41.4,17.1,69.0
283,PRI,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Puerto Rico,2012,Sex,33.9 [16.0-58.0],630,1,33.9,16.0,58.0
284,PRK,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Democratic People's Republic of Korea,2012,Sex,25.6 [8.2-50.1],408,0,25.6,8.2,50.1
285,PRK,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Democratic People's Republic of Korea,2012,Sex,20.7 [7.2-41.6],408,1,20.7,7.2,41.6
286,PRT,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Portugal,2012,Sex,51.6 [43.2-60.2],620,0,51.6,43.2,60.2
287,PRT,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Portugal,2012,Sex,43.1 [35.0-51.3],620,1,43.1,35.0,51.3
288,PRY,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Paraguay,2012,Sex,32.2 [16.1-52.1],600,0,32.2,16.1,52.1
289,PRY,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Paraguay,2012,Sex,26.9 [14.3-41.8],600,1,26.9,14.3,41.8
290,PSE,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),"occupied Palestinian territory, including east Jerusalem",2012,Sex,40.9 [30.1-52.3],275,0,40.9,30.1,52.3
291,PSE,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),"occupied Palestinian territory, including east Jerusalem",2012,Sex,29.9 [21.2-39.6],275,1,29.9,21.2,39.6
292,QAT,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Qatar,2012,Sex,59.4 [43.9-74.0],634,0,59.4,43.9,74.0
293,QAT,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Qatar,2012,Sex,47.0 [33.7-60.2],634,1,47.0,33.7,60.2
294,ROU,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Romania,2012,Sex,28.6 [18.7-39.3],642,0,28.6,18.7,39.3
295,ROU,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Romania,2012,Sex,25.9 [17.5-35.5],642,1,25.9,17.5,35.5
296,RUS,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Russian Federation,2012,Sex,14.2 [6.8-24.2],643,0,14.2,6.8,24.2
297,RUS,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Russian Federation,2012,Sex,14.1 [7.7-22.9],643,1,14.1,7.7,22.9
298,RWA,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Rwanda,2012,Sex,15.1 [8.9-22.8],646,0,15.1,8.9,22.8
299,RWA,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Rwanda,2012,Sex,10.4 [6.1-15.6],646,1,10.4,6.1,15.6
300,SAU,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Saudi Arabia,2012,Sex,63.4 [55.7-70.5],682,0,63.4,55.7,70.5
301,SAU,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Saudi Arabia,2012,Sex,49.0 [41.5-56.6],682,1,49.0,41.5,56.6
302,SDN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Sudan,2012,Sex,22.8 [12.9-35.0],729,0,22.8,12.9,35.0
303,SDN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Sudan,2012,Sex,17.4 [10.1-26.9],729,1,17.4,10.1,26.9
304,SEN,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Senegal,2012,Sex,23.4 [13.8-35.6],686,0,23.4,13.8,35.6
305,SEN,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Senegal,2012,Sex,12.4 [6.7-19.7],686,1,12.4,6.7,19.7
306,SGP,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Singapore,2012,Sex,22.9 [17.6-28.8],702,0,22.9,17.6,28.8
307,SGP,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Singapore,2012,Sex,23.7 [18.3-29.4],702,1,23.7,18.3,29.4
308,SLB,Female,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Solomon Islands,2012,Sex,29.1 [19.8-38.9],90,0,29.1,19.8,38.9
309,SLB,Male,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),Solomon Islands,2012,Sex,20.2 [13.6-28.1],90,1,20.2,13.6,28.1
